URL;PRICE;PRICE_SALE;STATUS;ACTIVITY;QUANTITY
https://lenta.com/product/gel-dlya-dusha-fa-men-ohlazhdenie-ekstrim-rossiya-250ml-273598/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-fa-men-sila-prityazheniya-rossiya-250ml-273596/;0;0;;Y;0
https://lenta.com/product/gel-ddusha-nivea-boost-muzh-germaniya-250ml-607724/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-nivea-pure-impact-for-men-germaniya-250ml-228312/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-nivea-probuzhdayushchijj-rossiya-250ml-299477/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-nivea-sport-dmuzh-rossiya-250ml-062781/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-old-spice-whitewater-franciya-400ml-395812/;0;0;;Y;0
https://lenta.com/product/gel-dlya-dusha-palmolive-sport-vosst-dmuzh-italiya-230748/;0;0;;Y;0
https://lenta.com/product/gel-ddusha-chistaya-liniya-romashka-i-ovsyanoe-molochko-rossiya-250ml-539470/;0;0;"Товар закончился";Y;0
https://lenta.com/product/gel-posle-britya-gillette-male-after-shave-pitatelnyjj-i-toniziruyushchijj-franciya-75ml-155137/;442;530;"Товара достаточно";Y;50
https://lenta.com/product/gel-ddusha-i-shampun-axe-ajjs-chill-rossiya-250ml-492143/;364;440;"Товара много";Y;100
https://lenta.com/product/gel-ddusha-old-spice-beargloveshampun-2v1-400ml-franciya-400ml-496297/;0;0;;Y;0
https://lenta.com/product/govyadina-lenta-kv-rossiya-300g-577945/;0;0;;Y;0
https://lenta.com/product/govyadina-sava-kv-rossiya-250g-590300/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-govyadina-mk-elabuzhskijj-s-belym-sousom-gost-rossiya-325g-389089/;0;0;;Y;0
https://lenta.com/product/mk-govyadina-glavprodukt-tushenaya-gost-321252013-vs-lyuks-zhb-rossiya-338g-509576/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-govyadina-glavprodukt-tushenaya-semejjnyjj-byudzhet-1sort-rossiya-500g-156221/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-govyadina-glavprodukt-tushenaya-gost-sort-ekstra-vs-rossiya-338g-066821/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-govyadina-grodfud-tushenaya-975-myasa-klyuch-belarus-338g-376161/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-tushenka-jjoshkarolinskaya-tushenka-bogatyrskaya-rossiya-325g-129965/;0;0;;Y;0
https://lenta.com/product/myasnye-konservy-govyadina-sovok-tushenaya-gost-vs-sk-klyuch-rossiya-325g-370070/;0;0;;Y;0
https://lenta.com/product/rybnye-konservy-gorbusha-5-morejj-naturalnaya-klyuch-rossiya-245g-310807/;0;0;;Y;0
https://lenta.com/product/rybnye-konservy-gorbusha-vkusnye-konservy-naturalnaya-rossiya-245g-489647/;0;0;;Y;0
https://lenta.com/product/561404-rossiya-561404/;0;0;;Y;0
https://lenta.com/product/rybnye-konservy-gorbusha-lenta-naturalnaya-rossiya-240g-277164/;0;0;;Y;0
https://lenta.com/product/goroshek-zelenyjj-bonduelle-vengriya-212ml-276866/;84;100;"Товара много";Y;100
https://lenta.com/product/goroshek-zelenyjj-bonduelle-rossiya-425ml-000937/;124;150;"Товара много";Y;100
https://lenta.com/product/goroshek-zelenyjj-bonduelle-s-morkovyu-polsha-425ml-014500/;136;160;"Товара много";Y;100
https://lenta.com/product/goroshek-zelenyjj-bonduelle-molodojj-rannijj-urozhajj-vengriya-200g-527661/;94;110;"Товара много";Y;100
https://lenta.com/product/503139-rossiya-503139/;0;0;;Y;0
https://lenta.com/product/goroshek-zelenyjj-bonduelle-rossiya-400g-600514/;0;0;;Y;0
https://lenta.com/product/goroshek-zelenyjj-globus-green-peas-rossiya-400g-005714/;0;0;;Y;0
https://lenta.com/product/goroshek-zelenyjj-bobovich-rossiya-360g-358937/;0;0;;Y;0
https://lenta.com/product/gorchica-dyadya-vanya-russkaya-v-tube-rossiya-80g-493943/;0;0;;Y;0
https://lenta.com/product/gotovyjj-zavtrak-nestle-kosmostars-medovye-zvezdochki-pak-rossiya-225g-247124/;0;0;;Y;0
https://lenta.com/product/503448-rossiya-503448/;0;0;;Y;0
https://lenta.com/product/gotovyjj-zavtrak-nestle-nesquik-alfavit-kor-rossiya-375g-185339/;0;0;;Y;0
https://lenta.com/product/gotovyjj-zavtrak-nestle-nesquik-shokoladnyjj-pak-rossiya-700g-235428/;0;0;;Y;0
https://lenta.com/product/gotovyjj-zavtrak-lenta-shariki-shokoladnye-rossiya-300g-441947/;0;0;;Y;0
https://lenta.com/product/gotovyjj-zavtrak-lyubyatovo-podushechki-s-shokoladnojj-nachinkojj-cp-rossiya-500g-498570/;210;250;"Товара много";Y;100
https://lenta.com/product/grenki-hrust-s-chesnokom-rossiya-60g-547838/;30;40;"Товара много";Y;100
https://lenta.com/product/greckijj-oreh-semushka-rossiya-200g-440967/;631;760;"Товара много";Y;100
https://lenta.com/product/grudinka-velkom-domashnyaya-kv-vu-kusok-rossiya-350g-571950/;0;0;;Y;0
https://lenta.com/product/grudinka-dymov-krylatskaya-kv-vu-ohl-rossiya-370g-383421/;0;0;;Y;0
https://lenta.com/product/grudinka-mk-velikolukskijj-ohotnichya-kv-vu-rossiya-300g-357600/;0;0;;Y;0
https://lenta.com/product/grudinka-365-dnejj-nezhnaya-vk-vu-rossiya-300g-557065/;0;0;;Y;0
https://lenta.com/product/grudinka-remit-domashnyaya-beskostnaya-kv-katv-vu-rossiya-390g-390209/;0;0;;Y;0
https://lenta.com/product/grudinka-selo-zelenoe-derevenskaya-vk-vu-katg-ohl-rossiya-300g-517858/;0;0;;Y;0
https://lenta.com/product/grudinka-sosnovoborskaya-originalnaya-rossiya-300g-561845/;0;0;;Y;0
https://lenta.com/product/grudinka-tavriya-yantarnaya-kv-vu-rossiya-250g-535564/;0;0;;Y;0
https://lenta.com/product/grudinka-marti-domashnyaya-solenaya-vu-rossiya-250g-343992/;0;0;;Y;0
https://lenta.com/product/grudinka-remit-sk-vu-rossiya-300g-587900/;0;0;;Y;0
https://lenta.com/product/grusha-vilyams-1kg-044184/;0;0;;Y;0
https://lenta.com/product/grusha-konferenc-ves-1kg-044185/;0;0;;Y;0
https://lenta.com/product/grusha-pakham-ves-1kg-094433/;0;0;;Y;0
https://lenta.com/product/guava-dolce-albero-kusochkami-v-sirope-tailand-425ml-521177/;0;0;;Y;0
https://lenta.com/product/desert-bonjour-konti-so-vkusom-yagod-9sht-rossiya-232g-534967/;156;190;"Товара много";Y;100
https://lenta.com/product/dzhem-lenta-abrikos-dojj-pak-rossiya-300g-582490/;121;150;"Товара много";Y;100
https://lenta.com/product/dzhem-lenta-apelsin-dojj-pak-rossiya-300g-582514/;121;150;"Товара много";Y;100
https://lenta.com/product/dzhem-lenta-chernaya-smorodina-dojj-pak-rossiya-300g-582491/;0;0;;Y;0
https://lenta.com/product/dzhem-maheev-vishnevyjj-dojjpak-s-dozatorom-nesterilizovan-rossiya-300g-368440/;0;0;;Y;0
https://lenta.com/product/dzhem-maheev-klubnichnyjj-dojjpak-s-dozatorom-nesterilizovan-rossiya-300g-322840/;0;0;;Y;0
https://lenta.com/product/dzhem-maheev-limon-s-imbirem-dojjpak-rossiya-300g-485834/;0;0;;Y;0
https://lenta.com/product/579870-rossiya-579870/;0;0;;Y;0
