НАИМЕНОВАНИЕ;АРТИКУЛ;ИМЯ_БРЕНДА;СТРАНА_БРЕНДА;РАЗДЕЛ;КАТЕГОРИЯ;ЦЕНА;ИЗОБРАЖЕНИЕ;КОЛЛЕКЦИЯ;ОПИСАНИЕ;ХАРАКТЕРИСТИКИ
Торшер Divinare Nova 3001/02 PN-6;3001/02 PN-6;Divinare;Италия;Торшеры;С 1 плафоном;79990;https://www.vamsvet.ru/upload/iblock/f80/vamsvet-torsher-divinare-nova-3001-02-pn-6.jpeg|https://www.vamsvet.ru/upload/iblock/603/torsher-divinare-nova-3001-02-pn-6-1.jpeg|https://www.vamsvet.ru/upload/iblock/f80/vamsvet-torsher-divinare-nova-3001-02-pn-6.jpeg|https://www.vamsvet.ru/upload/iblock/603/torsher-divinare-nova-3001-02-pn-6-1.jpeg;Nova;Исключительная модель 3001/02 PN-6 от итальянской компании Divinare относится к коллекции Nova и отлично подойдет для установки на пол больших залов, оформленных в современном стиле. Торшер Divinare Nova 3001/02 PN-6 с декоративными плафонами осветит помещение площадью 16 кв. м. Производитель Divinare рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: хрусталь и металл. Основным цветом товара является хромовый и прозрачный. Торшер 3001/02 PN-6 продается по цене 79990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:3001/02 PN-6||Бренд:Divinare||Страна бренда:Италия||Страна производства:Китай||Коллекция:Nova||Стиль:Современный||Высота, мм:1600||Диаметр, мм:500||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Напряжение, V:220-240||Виды материалов:Хрустальные||Материал арматуры:Металл||Материал плафонов:Хрусталь||Вид рассеивателя:Плафон||Форма рассеивателя:Декоративный||Цвет:Хром||Цвет арматуры:Хром||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для больших залов||Место установки:На пол||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 1 плафоном
Торшер Arte Lamp Elba A2581PN-1CC;A2581PN-1CC;Arte Lamp;Италия;Торшеры;С 1 плафоном;11990;https://www.vamsvet.ru/upload/iblock/533/vamsvet-torsher-arte-lamp-elba-a2581pn-1cc.jpeg|https://www.vamsvet.ru/upload/iblock/712/torsher-arte-lamp-elba-a2581pn-1cc-1.jpeg|https://www.vamsvet.ru/upload/iblock/8fa/torsher-arte-lamp-elba-a2581pn-1cc-2.jpeg|https://www.vamsvet.ru/upload/iblock/0cb/torsher-arte-lamp-elba-a2581pn-1cc-3.jpeg|https://www.vamsvet.ru/upload/iblock/c59/torsher-arte-lamp-elba-a2581pn-1cc-4.jpeg|https://www.vamsvet.ru/upload/iblock/533/vamsvet-torsher-arte-lamp-elba-a2581pn-1cc.jpeg|https://www.vamsvet.ru/upload/iblock/712/torsher-arte-lamp-elba-a2581pn-1cc-1.jpeg|https://www.vamsvet.ru/upload/iblock/8fa/torsher-arte-lamp-elba-a2581pn-1cc-2.jpeg|https://www.vamsvet.ru/upload/iblock/0cb/torsher-arte-lamp-elba-a2581pn-1cc-3.jpeg|https://www.vamsvet.ru/upload/iblock/c59/torsher-arte-lamp-elba-a2581pn-1cc-4.jpeg;Elba;Феноменальная модель A2581PN-1CC со встроенным выключателем от итальянской компании Arte Lamp относится к коллекции Elba и отлично подойдет для установки на пол спальни, оформленной в современном стиле. Торшер Arte Lamp Elba A2581PN-1CC с конусными плафонами осветит помещение площадью 3.3 кв. м. Производитель Arte Lamp рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: текстиль, металл и ткань. Основным цветом товара является белый и хромовый. Торшер A2581PN-1CC продается по цене 11990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:A2581PN-1CC||Бренд:Arte Lamp||Страна бренда:Италия||Страна производства:Китай||Коллекция:Elba||Стиль:Современный||Высота, мм:1500||Диаметр, мм:380||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:1||Мощность лампы, W:60||Общая мощность, W:60||Площадь освещения, м2:3.3||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Конусный||Цвет:Белый||Цвет арматуры:Хром||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На пол||Наличие выключателя:Да||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 1 плафоном
Торшер Eglo Maronda 94995;94995;Eglo;Австрия;Торшеры;С 2 и более плафонами;14690;https://www.vamsvet.ru/upload/iblock/aec/vamsvet-torsher-eglo-maronda-94995.jpeg|https://www.vamsvet.ru/upload/iblock/aec/vamsvet-torsher-eglo-maronda-94995.jpeg|https://www.vamsvet.ru/upload/iblock/a3a/f4f99f6b-89f8-11e6-bde5-002590ec3f3b1.jpeg;Maronda;Изумительная модель 94995 со встроенным выключателем от австрийской компании Eglo относится к коллекции Maronda и отлично подойдет для установки на пол в гостиной, оформленной в современном стиле. Торшер Eglo Maronda 94995 с конусными плафонами осветит помещение площадью 6.7 кв. м. Производитель Eglo рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань. Основным цветом товара является черный и разноцветный. Торшер 94995 продается по цене 14690 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:94995||Бренд:Eglo||Страна бренда:Австрия||Страна производства:Китай||Коллекция:Maronda||Стиль:Современный||Ширина, мм:35||Высота, мм:1520||Длина, мм:275||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:40||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Конусный||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Разноцветный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На пол||Пульт ДУ:Нет||Наличие выключателя:Да||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Eglo Up 2 82842;82842;Eglo;Австрия;Торшеры;С 2 и более плафонами;7690;https://www.vamsvet.ru/upload/iblock/928/vamsvet-torsher-eglo-up-2-82842.jpeg;Up;Изящная модель 82842 со встроенным выключателем от австрийской компании Eglo относится к коллекции Up и отлично подойдет для установки на пол кафе и ресторанов, оформленных в современном стиле. Торшер Eglo Up 2 82842 с полукруглыми плафонами осветит помещение площадью 6.7 кв. м. Производитель Eglo рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: металл и пластик. Основным цветом товара является никелевый и белый. Торшер 2 82842 продается по цене 7690 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:82842||Бренд:Eglo||Страна бренда:Австрия||Страна производства:Китай||Коллекция:Up||Стиль:Современный||Высота, мм:1765||Диаметр, мм:275||Тип цоколя:E27||Тип цоколя (дополнительный):E14||Тип лампочки (основной):Накаливания||Тип лампочки (дополнительный):Энергосберегающая||Количество ламп:2||Мощность лампы, W:60||Общая мощность, W:85||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Материал плафонов:Пластик||Вид рассеивателя:Плафон||Форма рассеивателя:Полукруг||Цвет:Никель||Цвет арматуры:Никель||Цвет плафонов:Белый||Тип поверхности:Матовая||Степень защиты:IP20||Интерьер:Для кафе и ресторанов||Место установки:На пол||Пульт ДУ:Нет||Наличие выключателя:Да||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Eglo Up 2 82844;82844;Eglo;Австрия;Торшеры;С 2 и более плафонами;7690;https://www.vamsvet.ru/upload/iblock/d97/vamsvet-torsher-eglo-up-2-82844.jpeg;Up;Дивная модель 82844 со встроенным выключателем от австрийской компании Eglo относится к коллекции Up и отлично подойдет для установки на пол прихожей, оформленной в современном стиле. Торшер Eglo Up 2 82844 с полукруглыми плафонами осветит помещение площадью 6.7 кв. м. Производитель Eglo рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 80 W. Прибор произведен с использованием материалов: металл и пластик. Основным цветом товара является бронзовый и белый. Торшер 2 82844 продается по цене 7690 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:82844||Бренд:Eglo||Страна бренда:Австрия||Страна производства:Китай||Коллекция:Up||Стиль:Современный||Высота, мм:1765||Диаметр, мм:275||Тип цоколя:E27||Тип цоколя (дополнительный):E14||Тип лампочки (основной):Накаливания||Тип лампочки (дополнительный):Энергосберегающая||Количество ламп:2||Мощность лампы, W:80||Общая мощность, W:85||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Материал плафонов:Пластик||Вид рассеивателя:Плафон||Форма рассеивателя:Полукруг||Цвет:Бронза||Цвет арматуры:Бронза||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для прихожей||Место установки:На пол||Пульт ДУ:Нет||Наличие выключателя:Да||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер ST Luce Redjino SLE106205-03;SLE106205-03;ST Luce;Италия;Торшеры;С 2 и более плафонами;15610;https://www.vamsvet.ru/upload/iblock/20b/vamsvet-torsher-st-luce-redjino-sle106205-03.jpeg|https://www.vamsvet.ru/upload/iblock/550/torsher-st-luce-redjino-sle106205-03-1.jpeg|https://www.vamsvet.ru/upload/iblock/bea/torsher-st-luce-redjino-sle106205-03-2.jpeg|https://www.vamsvet.ru/upload/iblock/20b/vamsvet-torsher-st-luce-redjino-sle106205-03.jpeg|https://www.vamsvet.ru/upload/iblock/550/torsher-st-luce-redjino-sle106205-03-1.jpeg|https://www.vamsvet.ru/upload/iblock/bea/torsher-st-luce-redjino-sle106205-03-2.jpeg;Redjino;Феноменальная модель SLE106205-03 со встроенным выключателем от итальянской компании ST Luce относится к коллекции Redjino и отлично подойдет для установки на пол в гостиной, оформленной в скандинавском стиле. Торшер ST Luce Redjino SLE106205-03 с плафонами в виде шаров осветит помещение площадью 4.5 кв. м. Производитель ST Luce рекомендует использовать для устройства светодиодные лампы с цоколем G9 и мощностью 3 W. Прибор произведен с использованием материалов: стекло и металл. В комплект поставки входят также лампы. Основным цветом товара является белый и золотой. Торшер SLE106205-03 продается по цене 15610 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:SLE106205-03||Бренд:ST Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Redjino||Стиль:Скандинавский||Ширина, мм:303||Высота, мм:1381||Тип цоколя:G9||Тип лампочки (основной):Светодиодная||Количество ламп:3||Мощность лампы, W:3||Общая мощность, W:9||Площадь освещения, м2:4.5||Цветовая температура:4000K||Лампы в комплекте:Да||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Вид рассеивателя:Плафон||Форма рассеивателя:Шар||Цвет:Белый||Цвет арматуры:Золотой||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На пол||Наличие выключателя:Да||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Maytoni Farel Z001FL-L3W-1B;Z001FL-L3W-1B;Maytoni;Германия;Торшеры;С 2 и более плафонами;16790;https://www.vamsvet.ru/upload/iblock/e01/vamsvet-torsher-maytoni-farel-z001fl-l3w-1b.jpeg|https://www.vamsvet.ru/upload/iblock/7a6/torsher-maytoni-farel-z001fl-l3w-1b-1.jpeg|https://www.vamsvet.ru/upload/iblock/e01/vamsvet-torsher-maytoni-farel-z001fl-l3w-1b.jpeg|https://www.vamsvet.ru/upload/iblock/7a6/torsher-maytoni-farel-z001fl-l3w-1b-1.jpeg;Farel;Уникальная модель Z001FL-L3W-1B со встроенным выключателем от немецкой компании Maytoni относится к коллекции Farel и отлично подойдет для установки на пол спальни, оформленной в современном стиле. Торшер Maytoni Farel Z001FL-L3W-1B с пирамидальными плафонами осветит помещение площадью 6.7 кв. м. Производитель Maytoni рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: текстиль, металл и ткань. Основным цветом товара является черный. Торшер Z001FL-L3W-1B продается по цене 16790 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:Z001FL-L3W-1B||Бренд:Maytoni||Страна бренда:Германия||Коллекция:Farel||Стиль:Современный||Ширина, мм:370||Высота, мм:1629||Длина, мм:370||Тип цоколя:E27||Тип цоколя (дополнительный):LED||Тип лампочки (основной):Накаливания||Тип лампочки (дополнительный):Светодиодная||Количество ламп:2||Мощность лампы, W:60||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Пирамида||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Черный||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На пол||Наличие выключателя:Да||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Maytoni Farel Z001FL-L3W-1W;Z001FL-L3W-1W;Maytoni;Германия;Торшеры;С 2 и более плафонами;16790;https://www.vamsvet.ru/upload/iblock/935/vamsvet-torsher-maytoni-farel-z001fl-l3w-1w.jpeg|https://www.vamsvet.ru/upload/iblock/ce7/torsher-maytoni-farel-z001fl-l3w-1w-1.jpeg|https://www.vamsvet.ru/upload/iblock/151/cff15b22-e591-11e8-80c0-0050568766813.jpeg|https://www.vamsvet.ru/upload/iblock/935/vamsvet-torsher-maytoni-farel-z001fl-l3w-1w.jpeg|https://www.vamsvet.ru/upload/iblock/ce7/torsher-maytoni-farel-z001fl-l3w-1w-1.jpeg|https://www.vamsvet.ru/upload/iblock/151/cff15b22-e591-11e8-80c0-0050568766813.jpeg;Farel;Неповторимая модель Z001FL-L3W-1W со встроенным выключателем от немецкой компании Maytoni относится к коллекции Farel и отлично подойдет для установки на пол спальни, оформленной в современном стиле. Торшер Maytoni Farel Z001FL-L3W-1W с пирамидальными плафонами осветит помещение площадью 6.7 кв. м. Производитель Maytoni рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: текстиль, металл и ткань. Основным цветом товара является белый. Торшер Z001FL-L3W-1W продается по цене 16790 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:Z001FL-L3W-1W||Бренд:Maytoni||Страна бренда:Германия||Коллекция:Farel||Стиль:Современный||Ширина, мм:370||Высота, мм:1629||Длина, мм:370||Тип цоколя:E27||Тип цоколя (дополнительный):LED||Тип лампочки (основной):Накаливания||Тип лампочки (дополнительный):Светодиодная||Количество ламп:2||Мощность лампы, W:60||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Пирамида||Цвет:Белый||Цвет арматуры:Белый||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На пол||Наличие выключателя:Да||Гарантия производителя:2 года||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Freya Chabrol FR2302FL-04WG;FR2302FL-04WG;Freya;Германия;Торшеры;С 2 и более плафонами;19990;https://www.vamsvet.ru/upload/iblock/3e0/vamsvet-torsher-freya-chabrol-fr2302fl-04wg.jpeg|https://www.vamsvet.ru/upload/iblock/f13/torsher-freya-chabrol-fr2302fl-04wg-1.jpeg|https://www.vamsvet.ru/upload/iblock/2d1/torsher-freya-chabrol-fr2302fl-04wg-2.jpeg|https://www.vamsvet.ru/upload/iblock/938/torsher-freya-chabrol-fr2302fl-04wg-3.jpeg|https://www.vamsvet.ru/upload/iblock/0be/torsher-freya-chabrol-fr2302fl-04wg-4.jpeg|https://www.vamsvet.ru/upload/iblock/04e/torsher-freya-chabrol-fr2302fl-04wg-5.jpeg|https://www.vamsvet.ru/upload/iblock/537/torsher-freya-chabrol-fr2302fl-04wg-6.jpeg|https://www.vamsvet.ru/upload/iblock/9f3/torsher-freya-chabrol-fr2302fl-04wg-7.jpeg|https://www.vamsvet.ru/upload/iblock/3e0/vamsvet-torsher-freya-chabrol-fr2302fl-04wg.jpeg|https://www.vamsvet.ru/upload/iblock/f13/torsher-freya-chabrol-fr2302fl-04wg-1.jpeg|https://www.vamsvet.ru/upload/iblock/2d1/torsher-freya-chabrol-fr2302fl-04wg-2.jpeg|https://www.vamsvet.ru/upload/iblock/938/torsher-freya-chabrol-fr2302fl-04wg-3.jpeg|https://www.vamsvet.ru/upload/iblock/0be/torsher-freya-chabrol-fr2302fl-04wg-4.jpeg|https://www.vamsvet.ru/upload/iblock/04e/torsher-freya-chabrol-fr2302fl-04wg-5.jpeg|https://www.vamsvet.ru/upload/iblock/537/torsher-freya-chabrol-fr2302fl-04wg-6.jpeg|https://www.vamsvet.ru/upload/iblock/9f3/torsher-freya-chabrol-fr2302fl-04wg-7.jpeg;Chabrol;Выдающаяся модель FR2302FL-04WG со встроенным выключателем от немецкой компании Freya относится к коллекции Chabrol и отлично подойдет для установки на пол в гостиной, оформленной в стиле арт-деко. Торшер Freya Chabrol FR2302FL-04WG с декоративными плафонами осветит помещение площадью 8.9 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл. Основным цветом товара является золотой. Торшер FR2302FL-04WG продается по цене 19990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:FR2302FL-04WG||Бренд:Freya||Страна бренда:Германия||Коллекция:Chabrol||Стиль:Арт-деко||Высота, мм:1551||Диаметр, мм:383||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:4||Мощность лампы, W:40||Общая мощность, W:160||Площадь освещения, м2:8.9||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Вид рассеивателя:Плафон||Форма рассеивателя:Декоративный||Цвет:Золотой||Цвет арматуры:Золотой||Цвет плафонов:Золотой||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На пол||Пульт ДУ:Нет||Наличие выключателя:Да||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Freya Tina FR5034FL-02CH;FR5034FL-02CH;Freya;Германия;Торшеры;С 2 и более плафонами;20390;https://www.vamsvet.ru/upload/iblock/82d/vamsvet-torsher-freya-tina-fr5034fl-02ch.jpeg|https://www.vamsvet.ru/upload/iblock/fa8/torsher-freya-tina-fr5034fl-02ch-1.jpeg|https://www.vamsvet.ru/upload/iblock/82d/vamsvet-torsher-freya-tina-fr5034fl-02ch.jpeg|https://www.vamsvet.ru/upload/iblock/fa8/torsher-freya-tina-fr5034fl-02ch-1.jpeg;Tina;Утонченная модель FR5034FL-02CH со встроенным выключателем от немецкой компании Freya относится к коллекции Tina и отлично подойдет для установки на пол спальни, оформленной в современном стиле. Торшер Freya Tina FR5034FL-02CH с цилиндрическими плафонами осветит помещение площадью 4.4 кв. м. Производитель Freya рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань. Основным цветом товара является белый и хромовый. Торшер FR5034FL-02CH продается по цене 20390 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:FR5034FL-02CH||Бренд:Freya||Страна бренда:Германия||Коллекция:Tina||Стиль:Современный||Высота, мм:1580||Диаметр, мм:470||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:2||Мощность лампы, W:40||Общая мощность, W:80||Площадь освещения, м2:4.4||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Цилиндр||Цвет:Белый||Цвет арматуры:Хром||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На пол||Наличие выключателя:Да||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:С 2 и более плафонами
Торшер Arte Lamp Connor A2102PN-1WH;A2102PN-1WH;Arte Lamp;Италия;Торшеры;Со столиком;12990;https://www.vamsvet.ru/upload/iblock/87c/vamsvet-torsher-arte-lamp-connor-a2102pn-1wh.jpeg|https://www.vamsvet.ru/upload/iblock/22f/torsher-arte-lamp-connor-a2102pn-1wh-1.jpeg|https://www.vamsvet.ru/upload/iblock/70b/torsher-arte-lamp-connor-a2102pn-1wh-2.jpeg|https://www.vamsvet.ru/upload/iblock/3ea/torsher-arte-lamp-connor-a2102pn-1wh-3.jpeg|https://www.vamsvet.ru/upload/iblock/87c/vamsvet-torsher-arte-lamp-connor-a2102pn-1wh.jpeg|https://www.vamsvet.ru/upload/iblock/22f/torsher-arte-lamp-connor-a2102pn-1wh-1.jpeg|https://www.vamsvet.ru/upload/iblock/70b/torsher-arte-lamp-connor-a2102pn-1wh-2.jpeg|https://www.vamsvet.ru/upload/iblock/3ea/torsher-arte-lamp-connor-a2102pn-1wh-3.jpeg;Connor;Неподражаемая модель A2102PN-1WH от итальянской компании Arte Lamp относится к коллекции Connor и отлично подойдет для установки на пол в гостиной, оформленной в современном стиле. Торшер Arte Lamp Connor A2102PN-1WH с конусными плафонами осветит помещение площадью 3.3 кв. м. Производитель Arte Lamp рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: дерево, металл и ткань. Основным цветом товара является белый. Торшер A2102PN-1WH продается по цене 12990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;Артикул:A2102PN-1WH||Бренд:Arte Lamp||Страна бренда:Италия||Страна производства:Китай||Коллекция:Connor||Стиль:Современный||Высота, мм:1550||Диаметр, мм:350||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:1||Мощность лампы, W:60||Общая мощность, W:60||Площадь освещения, м2:3.3||Напряжение, V:220-240||Виды материалов:Деревянные||Материал арматуры:Металл||Материал плафонов:Ткань||Вид рассеивателя:Абажур||Форма рассеивателя:Конусный||Цвет:Белый||Цвет арматуры:Белый||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На пол||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Торшеры||Каталог:Со столиком
